candidate,stage,covariate,mean_broad,mean_specialized,smd,source_artifact
primary_leaves_63,raw,lead_country=HK,0.0015580125382913,0.0021822405329593,0.0144485927767287,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=HN,1.236517887532841e-05,1.6216690042075738e-05,0.0010188353551451,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=HR,0.0014766626772694,0.0009992987377279,-0.0135759949089995,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=HT,1.3015977763503588e-06,4.821178120617111e-06,0.0020115581144335,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=HU,0.0023311616174434,0.0020796809256661,-0.0053609265498176,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=ID,0.0081877008121319,0.003805224403927,-0.0567875394941649,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=IE,0.0021997002420321,0.0032823457223001,0.0207085280604294,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=IL,0.0033691858440829,0.0044964060308555,0.0180107310108019,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=IM,7.809586658102154e-06,7.450911640953717e-06,-0.0001298474502363,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=IN,0.0566312176512277,0.0419464410939691,-0.0678763935441499,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=IQ,0.001917253524564,0.0006740883590462,-0.0345643069295514,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=IR,0.0177459840827607,0.0159015603085554,-0.0143414975392513,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=IS,0.0001620489231556,0.0001994214586255,0.0027801669163242,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=IT,0.0163688936353821,0.0213788569424964,0.0368226618782571,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=JE,0.0,3.944600280504909e-06,0.0028087776132822,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=JM,9.957222989080244e-05,6.793478260869565e-05,-0.003457154370131,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=JO,0.0011454060431883,0.0007985624123422,-0.0111306879375595,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=JP,0.0434746673278783,0.039601595371669,-0.0194117693942776,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KE,0.0014467259284134,0.0006403401122019,-0.0249775804627513,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KG,0.0001132390065424,5.829242636746143e-05,-0.0059334097827704,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KH,0.0001171437998715,9.423211781206172e-05,-0.0022287812194898,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KI,0.0,8.76577840112202e-07,0.0013240684336555,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KN,1.7571569980729845e-05,1.8846423562412343e-05,0.0002987591794048,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KP,1.3666776651678768e-05,1.314866760168303e-05,-0.000141496790974,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KR,0.0249015178582468,0.0232683204768583,-0.0106528601170782,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KW,0.0004516544283935,0.0003151297335203,-0.0069738974075518,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KY,1.3015977763503588e-06,6.136044880785413e-06,0.0025069478799837,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=KZ,0.0010581989921728,0.0004900070126227,-0.0204308550074872,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LA,1.8222368868905025e-05,2.279102384291725e-05,0.0010088927917131,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LB,0.0005317026916391,0.0006057152875175,0.0031044498032406,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LC,9.761983322627691e-06,1.753155680224404e-06,-0.0033377300424164,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LI,1.041278221080287e-05,1.5778401122019637e-05,0.0014827236835828,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LK,0.0008271653868706,0.0004115532959326,-0.0167057705145915,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LR,1.8222368868905025e-05,6.136044880785413e-06,-0.0034632833418065,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LS,1.4317575539853948e-05,1.3586956521739133e-05,-0.0001956012520245,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LT,0.0010523418021792,0.0006236851332398,-0.0148141946840225,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=LU,0.0001516361409448,0.000195476858345,0.0033280933767883,results/qss_v3/balance.csv
